id;created_at;updated_at;info;team_name;team_display_name
586;2013-02-08 02:13:04.843426 +0000 UTC;2017-02-03 21:34:02.674303 +0000 UTC;"**TwitchTV&#39;s Official Counter-Strike: Global Offensive Stream Team  
_Featuring the world&#39;s best professional CS:GO players!_**

**PROFESSIONAL PLAYERS - NORTH AMERICA**

![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Eric &#34;adreN&#34; Hoag  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Tyler &#34;Skadoodle&#34; Latham  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Spencer &#34;hiko&#34; Martin  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Jordan &#34;n0thing&#34; Gilbert  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Sal &#34;Volcano&#34; Garozzo   
![ca-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/ca-lgflag.gif) Mitch&#34;DUM0RE^&#34; Green   
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Carey &#34;frozt&#34; Kertenian   
![ca-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/ca-lgflag.gif) Stephanie &#34;missharvey&#34; Harvey  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Moe &#34;moE&#34; Assad   
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Yazan &#34;clowN&#34; Ammari   
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Jeff &#34;emong&#34; Anderson  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Danny &#34;fRoD&#34; Montaner  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Peter &#34;ptr^&#34; Gurney  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Shahzeb &#34;Shahzam&#34; Khan   
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Ryan &#34;fREAKAZOiD&#34; Abadir   
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Richard &#34;Lucky&#34; Vasconcelos   
![ca-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/ca-lgflag.gif) Josh &#34;steel&#34; Nissan  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Ronnie &#34;ryx&#34; Bylicki  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/ca-lgflag.gif) David &#34;Xp3&#34; Garrido  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Tyler &#34;Storm&#34; Wood  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Sam &#34;DaZeD&#34; Marine  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Peter &#34;stanislaw&#34; Stanislaw  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Danny &#34;roca&#34; Roca  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Pauly &#34;pauLy&#34; Guerboyan  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/ca-lgflag.gif) Philippe-Olivier &#34;PEX&#34; Crepin  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Vinny &#34;planks&#34; Mazzarella  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Damian &#34;daps&#34; Steele  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Josh &#34;jdm64&#34; Marzano  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/ca-lgflag.gif) Keven &#34;AZK&#34; Larivière  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Preston &#34;juv3nile&#34; Dornon  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Alex &#34;LeX&#34; Deily  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Skyler &#34;Relyks&#34; W.  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Nick &#34;nitr0&#34; Cannella  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Kyle&#34; flowsicK&#34; Mendez  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Moe &#34;mOE&#34; Assad  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Arya &#34;arya&#34;  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/ca-lgflag.gif) DAVEY  
![us-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/us-lgflag.gif) Tarik &#34;tarik&#34;  

**PROFESSIONAL PLAYERS - EUROPE**

![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Christopher &#34;GeT_RiGhT&#34; Alesund  
![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Robin &#34;Fifflaren&#34; Johansson   
![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Adam &#34;friberg&#34; Friberg   
![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Patrik &#34;f0rest&#34; Lindberg   
![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Richard &#34;Xizt&#34; Landstrom   
![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Emil &#34;HeatoN&#34; Christensen   
![be-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/be-lgflag.gif) Adil &#34;ScreaM&#34; Ben-Rlitom   
![fr-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/fr-lgflag.gif) Loïc &#39;RegnaM&#39; Péron   
![fi-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/fi-lgflag.gif) Joona &#34;natu&#34; Leppanen  
![up-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/up-lgflag.gif) Dauren &#34;AdreN&#34; Kystaubayev   
![up-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/up-lgflag.gif) Yegor &#34;markeloff&#34; Markelov   
![up-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/up-lgflag.gif) Ioann &#34;Edward&#34; Sukhariev   
![up-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/up-lgflag.gif) Arsenij &#34;ceh9&#34; Trynozhenko   
![up-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/up-lgflag.gif) Seregy &#34;Starix&#34; Ischuk   
![up-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/up-lgflag.gif) Daniil &#34;Zeus&#34; Teslenko   
![pl-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/pl-lgflag.gif) Filip &#34;neo&#34; Kubski  
![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Patrik &#34;zajp&#34; Knutsen  
![da-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/da-lgflag.gif) Michael &#34;Friis&#34; Jørgensen  
![uk-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/uk-lgflag.gif) Sam &#34;Rattlesnk&#34; Gawn  
![uk-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/uk-lgflag.gif) &#34;RE1EASE&#34;  
![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Jerry &#34;xelos&#34; Raberg  
![po-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/po-lgflag.gif) Ricardo &#34;foxiRiS_CN543&#34; Pacheco  
![da-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/da-lgflag.gif) Casper &#34;ruggah&#34; Due   
![uk-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/uk-lgflag.gif) &#34;msk&#34;   
![uk-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/uk-lgflag.gif) Henry &#34;HenryG&#34; Greer  
![da-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/da-lgflag.gif) Mathias &#34;MSL&#34; Lauridsen  
![sw-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/sw-lgflag.gif) Marcus &#34;Delpan&#34; Larsson  
![po-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/po-lgflag.gif) Fábio &#34;n3w&#34; Teixeira  
![gr-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/gr-lgflag.gif) Fabian &#34;V3n0m&#34; Doellert  
![gm-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/gm-lgflag.gif) Lena &#34;shushu&#34; Babic   
![gm-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/gm-lgflag.gif) Azmican &#34;asmo&#34; Berberoglu  
![gm-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/gm-lgflag.gif) André &#34;Kirby&#34; Kempa   

**PROFESSIONAL PLAYERS - SOUTH AMERICA**

**PROFESSIONAL PLAYERS - ASIA**

**PROFESSIONAL PLAYERS - AUSTRALIA**

![gm-lgflag.gif](https://www.cia.gov/library/publications/the-world-factbook/graphics/flags/large/as-lgflag.gif) Jamies &#39;james&#39; Quinn   

**CS:GO PRO COMMUNITY STREAM TEAM MEMBERS**";csgopros;CS:GO Professional Player Streams
5130;2018-05-01 19:24:12.599508 +0000 UTC;2020-08-04 18:41:06.762253 +0000 UTC;;bluemicrophones;Blue Microphones Crew
5326;2018-06-22 11:31:42.773604 +0000 UTC;2021-04-20 21:28:02.385411 +0000 UTC;Grab some G FUEL and dolphin dive into a multitude of viewing options from our community! Here we’re featuring awesome human beings who happen to be the most amazing content creators you’ll ever come across! Good vibes, great energy, and even greater people, that’s what the #GSQUAD is all about!;gfuel;G FUEL: The Official Energy Drink of Esports®
6580;2019-03-29 15:45:02.772847 +0000 UTC;2019-03-29 18:56:53.544038 +0000 UTC;;changgang;Chang Gang
9168;2020-08-13 16:45:49.890517 +0000 UTC;2020-08-13 18:39:32.11067 +0000 UTC;;gigakoksy;giga koksy
10008;2020-11-15 20:15:47.271219 +0000 UTC;2020-11-22 01:43:41.027285 +0000 UTC;"Free Pasta No Spices is a team created for the sole purpose to bring more exposure to the genuinely nice and amazing streamers not only in the GTA RP community, but the twitch community as a whole. Those who put a smile on others faces, who bring joy to peoples lives even if they only have 1 viewer.

That’s who we’ve invited to this team. Incredible entertainers that promote a cozy place to relax, laughter and positivity, in a world that needs it right now.";freepastanospices;Free Pasta No Spices
4904;2018-03-02 02:48:39.890493 +0000 UTC;2021-05-07 12:16:03.847013 +0000 UTC;“Made in Thailand” also known as “MiTH” is an E-Sports team. MiTH is founded and operated by www.FPSThailand.com . MiTH foundation is dedicated into making players from Thailand to be known as world class E-sport teams, this is our objective.;mith;MiTH
1886;2015-03-04 00:11:42.658241 +0000 UTC;2016-02-09 23:55:58.398247 +0000 UTC;;n3rdfusion;N3RDFUSION
2717;2016-02-18 14:11:11.36651 +0000 UTC;2017-09-30 18:47:50.058892 +0000 UTC;;thehousehold;The Household
719;2013-07-01 22:57:42.551774 +0000 UTC;2014-04-07 18:35:03.917199 +0000 UTC;"Here is where you will find channels belonging to The Bean Bandits! You&#39;re encouraged to check out, say hi, and follow anyone you see online!

This group was reorganised some time ago. Since that time, invites to members have been sent out, not requested as they previously were. Any requests to join will unfortunately be dismissed. This group is an exclusive privilege to outstanding members of Lirik&#39;s community and invites will be sent to those who are deemed as such. Thank you for reading.";thebeanbandits;The Bean Bandits
2874;2016-03-29 01:46:41.273035 +0000 UTC;2016-04-03 16:07:34.421881 +0000 UTC;;thefellowship;The Fellowship
2853;2016-03-22 03:33:01.369079 +0000 UTC;2018-09-17 17:02:19.159176 +0000 UTC;"www.rustNchill.com
Rust group for all the homies!

www.youtube.com/thechillfamily - To join team tweet @balrogchill";rustnchill;rustNchill.com
8387;2020-05-15 01:08:34.047825 +0000 UTC;2021-03-31 18:12:24.292047 +0000 UTC;"9z team es una organización de primer nivel fundada el 3 de agosto de 2018 por Francisco “Frankkaster” Postiglione, uno de los creadores de contenido mas reconocidos en nuestra región. En poco tiempo hemos creado uno de los mejores ambientes para los jugadores el cual se deriva de la amplia experiencia del fundador y del personal que compone la organización.

Conocemos ampliamente los deseos de los jugadores y la competencia en la escena. Nuestro equipo de trabajo cubre mas de 10 años de experiencia en los esports y sumando el crecimiento del mismo podemos afirmar que tenemos la mejor combinación del nicho.

Nuestro objetivo final es ayudar a impulsar a los esports al siguiente nivel, la organización ya es lider, por los logros de nuestros equipos junto con la producción de contenido de alta calidad. Confiamos plenamente en nuestra constante evolución.";9zteam;9z Team
3040;2016-05-25 10:36:44.830677 +0000 UTC;2017-02-02 08:33:42.167079 +0000 UTC;"Équipe Twitch du fail et du nawak fondée par Alexclick qui regroupe des amis tous aussi cons les uns que les autres.

Faire de la merde et le faire bien !";failacademy;Fail Academy
9433;2020-09-17 22:56:38.689659 +0000 UTC;2021-04-17 01:35:33.125556 +0000 UTC;"The brazilian esports organization FURIA

Performance, content and lifestyle

Follow the steps.";furia;FURIA
2262;2015-07-30 05:49:44.714246 +0000 UTC;2015-09-14 06:36:29.778164 +0000 UTC;;mixtape;The Mixtape
4266;2017-07-07 21:25:21.951479 +0000 UTC;2019-06-28 15:04:39.526525 +0000 UTC;"** Welcome to Stream Arizona!**
We are the largest community of streamers, game developers, cosplayers, and fans located in Arizona!

With over 600 streamers, we are the best place for you to network and grow your stream in you are based in Arizona. We also have amazing meetups every other month that are a ton of fun!

** Join Our Community!**

[Join our stream team!](http://streamarizona.com/stream-team/twitch-stream-team-application)

[Join our staff!](http://streamarizona.com/contact-us)

##Check Out Our Social Media!

*   [Twitter](http://www.twitter.com/Stream_AZ)
*   [Facebook Like Page](https://www.facebook.com/ArizonaStream)
*   [Facebook Group Page](https://www.facebook.com/groups/StreamArizona/)
*   [Discord](https://discord.gg/rdKT7m3)
*   [YouTube](https://www.youtube.com/channel/UCbyOvG-_gLTt1xaGmQErtkg)
*   [Instagram](https://www.instagram.com/stream_az/)
*   [Steam Group](http://steamcommunity.com/groups/stream_az)
*   [Website](http://www.streamarizona.com)";stream_az;Stream AZ
1964;2015-03-29 21:25:33.058667 +0000 UTC;2017-12-06 19:15:02.268007 +0000 UTC;"**WRECKnation** is [tripleWRECK](http://www.twitch.tv/triplewreck)&#39;s gaming community.";wrecknation;WRECKnation
3006;2016-05-11 03:18:21.526676 +0000 UTC;2018-03-27 21:59:37.334302 +0000 UTC;;cookiejar;Monsters Inc.
8558;2020-06-03 18:32:32.637123 +0000 UTC;2020-06-05 14:37:37.865367 +0000 UTC;;spainrp;SpainRP
991;2014-02-15 00:08:46.88509 +0000 UTC;2015-07-14 16:34:54.696225 +0000 UTC;Thanks for visiting the SteelSeries Twitch page! We highlight some of our sponsored player’s and team’s streams along with the occasional live broadcast from one of our employees.;steelseries;Team SteelSeries
2722;2016-02-19 16:33:05.795185 +0000 UTC;2016-02-19 17:34:38.499103 +0000 UTC;;whenyourbaeisfam;when your bae is fam
2835;2016-03-15 23:01:09.011139 +0000 UTC;2016-03-15 23:01:09.011139 +0000 UTC;;thenerdherd;The Nerd Herd
716;2013-06-27 22:57:11.421359 +0000 UTC;2017-08-16 19:29:28.268773 +0000 UTC;"ComingSoon is a volunteer run community with a mission to bring friends closer together and give our favorite streamers more exposure! A form of discovery, Some of us are nomads on Twitch and don&#39;t stick to a single stream but that doesn&#39;t mean we can&#39;t help to bring everyone together today. We are not affiliated with Twitch.tv in any official capacity, all trademarks and images are property of their respective owners.";tr;ComingSoon
8029;2020-03-18 17:18:07.644114 +0000 UTC;2020-10-27 15:01:54.628912 +0000 UTC;Síguenos en todas nuestras redes sociales: @TeamHeretics;teamheretics;Heretics
4809;2018-01-31 22:42:36.727892 +0000 UTC;2020-04-13 21:27:29.402139 +0000 UTC;;coscuarmy;Coscu Army
9392;2020-09-14 18:43:28.673607 +0000 UTC;2021-01-11 20:30:41.61417 +0000 UTC;"**TeamXR, EightbornV vesilesi ile tanışmış birkaç yakın arkadaşın kurmuş olduğu yayıncı/oyuncu topluluğudur.**

**Sohbet etmek, rol hakkında sohbet ve spoiler, oyun arkadaşı bulmak, etkinlikler, çekilişler ve ilerde aşırı sürpriz yayın contentleri için topluluğumuzun discord adresine buradan ulaşabilirsiniz.** **[TeamXR Discord](https://discord.gg/5eE6nC2JrX)**";teamxr;teamXR
10197;2020-12-04 17:01:29.315228 +0000 UTC;2020-12-05 11:32:58.387846 +0000 UTC;;elements;Elements
9397;2020-09-14 20:44:34.156181 +0000 UTC;2020-09-18 05:21:51.205655 +0000 UTC;"Streamando, um cantinho gostoso produzido por streamers apaixonados por livestream feito para streamers de todos os tamanhos.

Trazemos conteúdos informativos, tutoriais, dicas, notícias e muito mais!

💜Faça parte da nossa família [clicando aqui](http://bit.ly/discords2) ✨";streamando;Streamando
8924;2020-07-15 23:37:53.080706 +0000 UTC;2020-08-24 11:39:10.34153 +0000 UTC;;goatnation;Goat Nation
6417;2019-02-20 16:00:17.324969 +0000 UTC;2020-09-18 02:16:31.953573 +0000 UTC;We are a community of LGBTQIA2+ Twitch streamers dedicated to inclusivity in gaming and beyond.;rainbowarcade;Rainbow Arcade 
8031;2020-03-18 23:44:11.846148 +0000 UTC;2021-02-24 16:44:39.512631 +0000 UTC;"REGIMENT is a military oriented community intent on providing a place for those who have served and continue to serve to find more online battle buddies. Cut from the same cloth, we will ensure that no one is left to feel alone, deserted, or weak. Regiment also helps support causes that ring close to our hearts through charities and events. We have your six.

Stay Connected With Regiment:
[https://linktr.ee/RegimentGG](https://linktr.ee/RegimentGG) (Regiment’s Socials)

The only requirement to join is that you have served or are currently serving in the U.S Armed Forces.

REGIMENT Application: [https://regiment.gg/pages/apply-to-join](https://regiment.gg/pages/apply-to-join)";regimentgg;REGIMENT
6429;2019-02-22 12:26:32.011999 +0000 UTC;2019-02-27 02:18:16.614708 +0000 UTC;;thegrizzlynation;The Grizzly Nation
4720;2018-01-04 19:27:58.972157 +0000 UTC;2018-01-18 23:15:28.391547 +0000 UTC;"Binx is a gaming-streaming community with over 50 Thousand active content creators &amp; gamers. 

This community developed by streamers for streamers is dedicated to connecting Content creators, Viewers and Sponsors with each other.";binxtv;Binx TV
10125;2020-11-24 22:28:31.58087 +0000 UTC;2021-01-17 21:49:56.488333 +0000 UTC;;madluh;#Madluh
11273;2021-04-07 18:47:05.408913 +0000 UTC;2021-04-27 19:41:37.790696 +0000 UTC;"Sail away to a collective of ACNH streamers, new &amp; established, commited to building strong, positive communities  ❤  We hope you’ll find someone that suits your personality and vibe as we all continue to grow together!

**We encourage our streammates to join other Stream Teams as well as our own.**
If you are a streamer and interested in joining, please message FireflySkies.

Many members host Treasure Islands, however we do like to play other games as well! Streamers are not defined by the category they stream in or the games they play &amp;lt;3";treasureisland;Island Castaways
11329;2021-04-12 20:40:39.361639 +0000 UTC;2021-04-13 16:32:43.288903 +0000 UTC;;swearin;Swearin
10747;2021-02-08 17:39:21.477028 +0000 UTC;2021-03-10 06:53:44.465515 +0000 UTC;"What brings you Joii?

The answer is different for everyone. For Team Joii, we strive to be a coalition of content creators from all walks of life for you to find Joii with no matter who is watching.

We are athletes and artists, chefs and cosplayers, singers and storytellers, designers, dreamers, &amp; charity streamers. We are LGBTQIA+, all-inclusive, and every color of the rainbow spectrum. We spread peace &amp; positivity wherever we can grow it, and we love to find Joii wherever we can know it.

What brings you Joii?
Find out @ [joii.gg](https://www.joii.gg/about-us.html) &amp; joiin us [in the Joii Discord server.](https://www.discord.gg/2vvEpdkbz3)";joii;Joii
9308;2020-09-02 18:36:52.627805 +0000 UTC;2021-01-13 04:57:57.239923 +0000 UTC;To join Team Purfect please DM on discord with your twitch.tv/ link and mention “Team Purfect.” This will help us network in the community, and I will occasionally pick members from here to host!;purfect;Purfect
5492;2018-08-10 17:07:36.233065 +0000 UTC;2019-08-12 05:40:57.50386 +0000 UTC;"WE DEM SILLYBOIZ!!

Welcome to the LOUDEST ENTERTAINMENT CHANNEL ON THE PLANET!! Click on an AMAZING STREAMER and start your ROCKIN journey there :)

Grab your Orangina and Jump in the Discord : [[https://discord.gg/doodybeard)](https://discord.gg/doodybeard))";sillyboiz;WE DEM SILLYBOIZ OFFICIAL
8463;2020-05-26 08:38:53.614011 +0000 UTC;2021-03-14 20:06:34.641452 +0000 UTC;"## 💀 WELCOME TO THE RAGE CLUB! 💀

* * *

### Application Status: CLOSED ❌

* * *

### 📝 About the Team

The first rule of Rage Club: you don’t have to rage to be in the club!

The Rage Club is a **diverse gathering** of both the saltiest of gamers and the most laid-back of players, **getting cosy** and **connecting** through gaming experiences on Twitch.

Here you’ll find **comfy, positive vibes** combined with light-hearted banter and an abundance of fails and rage quit moments.  We play for fun, with **personality and engagement** at the forefront of our content. We know we’re not perfect - we fail, we rage, we mess up - but we do it together!  We **face challenges head-on**, with the community rallying behind each other even in the most rage-inducing times.

The team advocates for **inclusion, diversity and a variety of skill levels, abilities and interests**. Gaming is for everyone - the aim is to provide a place for like-minded streamers to create, motivate and **collaborate together**.

* * *

### 🔥 Becoming a Member

Applications to join the team are **currently closed**. The best way to keep track of when applications open again is via **[Twitter](https://twitter.com/RageClubTwitch)**. Our application process includes completing a short Google form so we can get to know you and your content! For more information on what we look for in applicants, check **[here](https://drive.google.com/file/d/1V0dnpUw2kfXrbGtn4Ro3NEpYAMcJbdXL/view?usp=sharing)**.

* * *

### ✨ Socials

Follow us on **[Twitter](https://twitter.com/RageClubTwitch)** to keep updated on our amazing creators, fun events and application info!

* * *

### 💬 Contact

The founder of the team is **[SariaSlays](https://www.twitch.tv/sariaslays)**, a Scottish part-time variety streamer. You can reach out with any queries via the team’s **[Twitter](https://twitter.com/RageClubTwitch)** DM, or via **rageclubtwitch@outlook.com**.

* * *

### 🎉 Achievements

• **Streamapalooza, 6-7th June 2020**

The Rage Club teamed up with other fellow streamers to raise a total of **£11,080** for **[Get Well Gamers UK](https://getwellgamers.org.uk/)**, a charity who donates video games and consoles to hospitals across the UK.

• **Screamapalooza, 19th-25th October 2020**

The Rage Club teamed up with Screamer Streamers to raise funds for mental health charity, **[Safe In Our World](https://safeinourworld.org/)**, reaching a grand total of **£34,610.92**!";rageclub;Rage Club
6953;2019-06-18 11:59:53.975775 +0000 UTC;2021-05-03 08:49:57.394164 +0000 UTC;"CFS or better known as Community for streamers is a stream team that brings streamers together in one place to discuss everything live streaming related.

Join the discord │ [TEAM DISCORD](https://discord.gg/6ZEMzWawSp) │ Havn’t been invited yet? join the discord and ask for invite or message me while i’m live :)  │ [MatthewVFE](https://www.twitch.tv/matthewvfe)   │

CFS Founders Twitch Channel │ [TWITCH CHANNEL](https://www.twitch.tv/matthewvfe) │ Go drop a follow ;) │ [CLICK HERE](https://www.twitch.tv/matthewvfe) │

Community For Streamer’s goal is to give you the content creators is to develop friendships with fellow streamers/video makers in your community to grow together and make forever lasting relationships.

This community is also to keep you have to date with free resources to keep you and your own content safe from the copyright vulture industry.

There are no contracts in order to join our community all you need is the passion to become a content creator and adhere to our rules and platforms TOS.";excellent-era;CFS Network [Apply - Here]
6043;2018-12-11 19:58:29.850447 +0000 UTC;2019-01-06 23:04:29.974921 +0000 UTC;"A great source of high quality stream’s from the community!

(Bookmark this page for updates on more streamers!)";furriesontwitch;Furries on Twitch
6695;2019-04-16 17:20:58.599666 +0000 UTC;2019-04-17 07:51:35.033377 +0000 UTC;Formerly known as the Keyblade Army. For updates about the team check out [https://twitter.com/keystohearts](https://twitter.com/keystohearts)!;keystohearts;Keys to Hearts
8404;2020-05-18 08:48:47.203621 +0000 UTC;2021-04-29 14:49:09.875483 +0000 UTC;We are Voyage. Our members have interests and aspirations that stretch wider than the universe as we know it. From speedruns of games like Banjo-Kazooie, Mario Kart 64, Crash Bandicoot, Super Mario 64, Spyro, Diddy Kong Racing and The Legend of Zelda, to casual playthroughs of games like Resident Evil, Pokemon, Animal Crossing, Mario Party, Hades and Final Fantasy, you are sure to find exactly what you are looking for. If you stick around, you may even see some talent outside of video games. Every day we strive to be as positive, welcoming, and entertaining as we can possibly be. If you’re looking for fun, you have come to the right place, so climb aboard and voyage with us!;voyage;Voyage
8916;2020-07-15 20:40:26.687371 +0000 UTC;2021-04-18 17:44:30.577469 +0000 UTC;"![WEED](https://cdn.betterttv.net/emote/5f64098f9d79b403d93368d4/3x) ![WEED](https://cdn.betterttv.net/emote/5f64098f9d79b403d93368d4/3x) ![WEED](https://cdn.betterttv.net/emote/5f64098f9d79b403d93368d4/3x) ![WEED](https://cdn.betterttv.net/emote/5f64098f9d79b403d93368d4/3x) ![WEED](https://cdn.betterttv.net/emote/5f64098f9d79b403d93368d4/3x)

⠀⠀⠀⠀⠀⠀⠀ ⠀⠀ ⠀⠀⠀⠀ ⠀⠀⠀⠀ ⠀⠀⠀⠀  **_GOOD AT EVERYTHING_**";gae;🤤📉
10674;2021-01-30 21:44:20.986442 +0000 UTC;2021-02-01 07:07:45.742698 +0000 UTC;"Welcome to The Ultra Friends! We’re an inclusive community of friends that supports each other and provides a space that’s LGBTQIA+ friendly, advocates mental health, is accepting of everyone regardless of background, and are just cool people all around. You’ll see a lot of familiar faces across our channels, if you enjoy one of our streams, you’ll probably feel at home in the others’!
(The majority of us also have closed captions, yay accessibility!)

We’re a group of variety streamers, including music streams by ZachTunes and ASMR by WineHuman! You’ll find single player playthroughs as well as multiplayer community nights throughout our channels!";theultrafriends;The Ultra Friends
